Unnamed: 0,Title,Price,Area,Category,Size,Bedrooms,Bathrooms,Price_Category,Price_per_sqft
2427,Below Market Venice Hill 1538SF Batu 9 Cheras Good Condition,230000,CHERAS,Apartments,1538,3,2,Low,149.5448634590377
2428,Near Velocity | Cover walk-way to MRT & LRT | Instalment RM1300,489000,CHERAS,Apartments,1033,4,2,Low,473.378509196515
2429,High Floor Freehold Cheras Ria Apartment Taman Cheras KL,155000,CHERAS,Apartments,570,3,1,Low,271.9298245614035
2430,The Holmes 2 Bandar Tun Razak Cheras New Condo Facing Pool BelowMarket,455000,CHERAS,Apartments,1104,3,2,Low,412.1376811594203
2431,Maxim Residence 2 Bedrooms Len Sen Connaught Cheras UCSI Near MRT,368000,CHERAS,Apartments,825,2,2,Low,446.06060606060606
2432,Maxim Residence 3 Bedrooms Len Sen Connaught Avenue Cheras Near MRT,433000,CHERAS,Apartments,1080,3,2,Low,400.9259259259259
2433,"Vila Vista Condo, Mrt Station, Large Layout, Taman Pertama, Cheras",978888,CHERAS,Apartments,1672,5,4,Low,585.4593301435407
2434,[Cantik] Lestari Apartment Bandr Sri Permaisuri Cheras with Parking,320000,CHERAS,Apartments,820,3,2,Low,390.2439024390244
2435,[berbaloi unit reno cantik]lestari apt bandar sri permaisuri cheras kl,360000,CHERAS,Apartments,820,3,2,Low,439.0243902439024
2436,NEW REFURBISH | Condominium Tasik 1 Bandar Sri Permaisuri,355000,CHERAS,Apartments,920,3,2,Low,385.8695652173913
2437,"28 Boulevard Condo P/Furnished For Sale, 1 Shamelin, Pandan Perdana",520000,CHERAS,Apartments,775,2,2,Low,670.9677419354839
2438,"Casa Green 1797sq For Sale, Seri Minang, Tun Hussien Onn, Cheras",600000,CHERAS,Apartments,1797,4,3,Low,333.889816360601
2439,(CASH BACK&FULL LOAN) Bayu Tasik 2 Condo Bandar Sri Permaisuri Cheras,365000,CHERAS,Apartments,936,3,2,Low,389.95726495726495
2440,SHAMELIN STAR RESIDENCE at TAMAN SHAMELIN PERKASA CHERAS KL,720000,CHERAS,Apartments,1054,4,3,Low,683.111954459203
2441,Condo villa seri peteri jalan pertama korena kuala Lumpur,460000,CHERAS,Apartments,1300,3,2,Low,353.84615384615387
2442,Nice!! Open!! Level 3 Kempas Apartmnt Jalan Hartamas Cheras,300000,CHERAS,Apartments,750,3,2,Low,400.0
2443,Ketumbar height for sale,350000,CHERAS,Apartments,903,3,2,Low,387.5968992248062
2444,"Lestari apartment, bandar sri permaisuri cheras (renovated)",360000,CHERAS,Apartments,820,3,2,Low,439.0243902439024
2445,[BELOW MARKET VALUE] Monte Bayu Condominium Taman Bukit Permai KL,399000,CHERAS,Apartments,1135,3,2,Low,351.54185022026434
2446,"Vina residency cheras, 900 sqft, 100% loan, 2 carpark",388000,CHERAS,Apartments,900,3,2,Low,431.1111111111111
2447,Vista Harmoni Court .Bukit Cheras .Taman Lensen,388000,CHERAS,Apartments,1028,3,2,Low,377.431906614786
2448,[below market 130k]aixs crown brand new condo walkable lrt cempaka kl,370000,CHERAS,Apartments,1040,3,2,Low,355.7692307692308
2449,Cantik Renovated Corner Lot Apartment Desa Tun Razak Cheras,195000,CHERAS,Apartments,650,2,1,Low,300.0
2450,Pangsapuri Segar Ria Cheras,158000,CHERAS,Apartments,650,3,2,Low,243.07692307692307
2451,Apartment cemara - bandar sri permaisuri cheras kl,345000,CHERAS,Apartments,750,3,2,Low,460.0
2452,"Pertiwi Indah Condo, Taman Maluri, Bam Villa, 1100sf BELOW MARKET PRIC",600000,CHERAS,Apartments,1285,3,2,Low,466.9260700389105
2453,"JDUPION For Sale, Cheras MRT",568000,CHERAS,Apartments,805,2,2,Low,705.5900621118012
2454,Cheras new condo 1min to Yulek bukit segar KL walk to MRT,460000,CHERAS,Apartments,1020,3,2,Low,450.98039215686276
2455,"Suasana Lumayan For Sale,Bandar Sri Permaisuri, Salak Selatan, LRT,MRT",598000,CHERAS,Apartments,1364,4,2,Low,438.41642228739005
2456,"Nice House Pangsapuri Cengal Apartment, Taman Cheras Hartama, Cheras",340000,CHERAS,Apartments,850,3,2,Low,400.0
2457,Villa Laman Tasik Permaisuri Bandar Sri Permaisuri Cheras,510000,CHERAS,Apartments,1280,4,3,Low,398.4375
2458,Lumayan Apartment Sri Permaisuri Cheras,350000,CHERAS,Apartments,830,3,2,Low,421.68674698795184
2459,[ HUGE BALCONY ! ] Astana Lumayan Condo Suasana Bandar Sri Permaisuri,580000,CHERAS,Apartments,1207,4,2,Low,480.53024026512014
2460,[ NEGO ] Astana Lumayan Condo Suasana Bandar Sri Permaisuri Tun Razak,480000,CHERAS,Apartments,1207,4,2,Low,397.6801988400994
2461,[ NEGOTIABLE ! ] The Lumayan Apartment Bandar Sri Permaisuri Tun Razak,399000,CHERAS,Apartments,850,3,2,Low,469.4117647058824
2462,[ BIG BALCONY ! ] Astana Lumayan Condo Suasana Bdr Sri Permaisuri HUKM,580000,CHERAS,Apartments,1207,4,2,Low,480.53024026512014
2463,[ RENOVATED ] Laman Tasik Condo Holmes Bandar Sri Permaisuri Tun Razak,500000,CHERAS,Apartments,1281,3,3,Low,390.32006245121
2464,[ LEVEL 2 ] Laman Tasik Condo Bandar Sri Permaisuri Tun Razak HUKM,500000,CHERAS,Apartments,1281,3,3,Low,390.32006245121
2465,"{CHEAP }Apartment Desa Tun Razak , Bandar Tun Razak Cheras For Sale",220000,CHERAS,Apartments,657,2,1,Low,334.85540334855403
2466,Maxim Residence Studio Move in Condition Below Market Value,309000,CHERAS,Apartments,619,1,1,Low,499.1922455573506
2467,Rumawip Taman Segar Cheras Leisure Mall Eko Cheras 100% Loan KL BUMI,300000,CHERAS,Apartments,850,3,2,Low,352.94117647058823
2468,"8 & 10 Taman Bukit Cheras Apartment, Taman Len Sen (100% LOAN)",163000,CHERAS,Apartments,650,3,1,Low,250.76923076923077
2469,Cheapest Minang Ria 2 Strata Freehold Bandar Tun Hussein Onn,280000,CHERAS,Apartments,800,3,2,Low,350.0
2470,[FREEHOLD]Puncak Banyan Condominium Taman Connaught Cheras,320000,CHERAS,Apartments,810,3,2,Low,395.0617283950617
2471,Lestari Apartment Bandar Sri Permaisuri Cheras RENOVATED BEST DEAL,360000,CHERAS,Apartments,820,3,2,Low,439.0243902439024
2472,"(freehol& berbaloi) apartment vistana mahkota , bandar mahkota cheras",260000,CHERAS,Apartments,953,3,2,Low,272.8226652675761
2473,"(FREEHOLD&MURAH)apartment vistana mahkota , bandar mahkota cheras",260000,CHERAS,Apartments,953,3,2,Low,272.8226652675761
2474,"[near lrt][matured area] sri penara apartment, bandar sri permaisuri",260000,CHERAS,Apartments,657,3,2,Low,395.73820395738204
2475,"[DEPOSIT RM1,000 ]Casa Ria Apartment Taman Maluri Cheras Maluri",398000,CHERAS,Apartments,1100,3,2,Low,361.8181818181818
2476,"Renovated LESTARI APARTMENT, BANDAR SRI PERMAISURI CHERAS",360000,CHERAS,Apartments,820,3,2,Low,439.0243902439024
2477,Condominium Bayu Tasik 1 Bandar Sri Permaisuri (New Refurbish),355000,CHERAS,Apartments,920,3,2,Low,385.8695652173913
2478,Free Hold,320000,CHERAS,Apartments,817,3,2,Low,391.67686658506733
2479,[Low Density 15 Floor + VP 2022] Cheras Condo 1278sqft 3Room 2Bath,417000,CHERAS,Apartments,1278,3,2,Low,326.2910798122066
2480,D’PUNCAK SUASANA APARTMENT BANDAR TUN HUSSEIN ONN CHERAS,360000,CHERAS,Apartments,1050,3,2,Low,342.85714285714283
2481,"[Near LRT] Condominium Bayu Tasik, Bandar Sri Permaisuri, Cheras",395000,CHERAS,Apartments,920,3,2,Low,429.3478260869565
2482,"Puncak Banyan Condominium, Taman Connaught, Cheras",320000,CHERAS,Apartments,810,3,2,Low,395.0617283950617
2483,"Excellent View - Seri Puteri Condo Cheras Near LRT, Bdr Sri Permaisuri",530000,CHERAS,Apartments,1135,3,3,Low,466.9603524229075
2484,"[Near LRT] Condominium Suasana Lumayan, Bandar Sri Permaisuri, Cheras",480000,CHERAS,Apartments,1142,4,2,Low,420.3152364273205
2485,LOW DENSITY + CONER UNIT Laman Tasik Condominium,500000,CHERAS,Apartments,1281,3,3,Low,390.32006245121
2486,"Holmes 2,Bandar Tun Razak, Bandar Sri Permaisuri,Cheras,Kuala Lumpur",489000,CHERAS,Apartments,979,3,2,Low,499.48927477017367
2487,"The Holmes2,Bandar Tun Razak,Bandar Sri Permaisuri,Cheras,Kuala Lumpur",485000,CHERAS,Apartments,979,3,2,Low,495.4034729315628
2488,BOOKING RM500 3Bed2Bath Free Electronic Voucher FreeHold Condo Project,389970,CHERAS,Apartments,1229,3,2,Low,317.306753458096
2489,"Puncak Banyan, UCSI, Tmn Connught, Cheras",388000,CHERAS,Apartments,810,3,2,Low,479.01234567901236
2490,Bayu tasik condominium bandar tasik permaisuri cheras kl for sale,490000,CHERAS,Apartments,956,3,2,Low,512.5523012552301
2491,"Non Bumi Lot, Pangsapuri Sri Penara, Bandar Sri Permaisuri, Cheras",240000,CHERAS,Apartments,650,3,2,Low,369.2307692307692
2492,"Green Terrain Prima Villa, Cheras",600000,CHERAS,Apartments,1486,4,3,Low,403.7685060565276
2493,Segar Ria Aparment Untuk Di Jual End Lot Low Floor Newly Painting,240000,CHERAS,Apartments,670,3,1,Low,358.2089552238806
2494,"Lestari Apartment, Bandar Sri Permaisuri Cheras",360000,CHERAS,Apartments,820,3,2,Low,439.0243902439024
2495,Serimas Condo Jade Tower 15 Floor,420000,CHERAS,Apartments,1400,3,2,Low,300.0
2496,"Mahkota Cheras TownHouse [3Bed 2Bath | 1,320sqft] Best Landed",440500,CHERAS,Apartments,1320,3,2,Low,333.7121212121212
2497,"Lestari Apartment, Bdr Sri Permaisuri",360000,CHERAS,Apartments,820,3,2,Low,439.0243902439024
2498,[below market 150k + loan 95%]damai vista alam damai freehold kl,387000,CHERAS,Apartments,1000,3,2,Low,387.0
2499,Vina Residency 3r2b Cheras Good Condition 1250sf 100%LOAN RENOVATED,420000,CHERAS,Apartments,1250,3,2,Low,336.0
2500,Freehold Astaka Height Condo 1119sf High floor Cheras KL,380000,CHERAS,Apartments,1119,3,2,Low,339.58891867739055
2501,"Maxim Residence, Taman Connaught, Cheras, Len Seng, BELOW MKT PRICE",378000,CHERAS,Apartments,854,2,2,Low,442.62295081967216
2502,"Corner Lot Low Rise Condo At Vista Tasik, Bandar Sri Permaisuri",580000,CHERAS,Apartments,1200,3,2,Low,483.3333333333333
2503,RENOVATED Apartment Desa Tun Razak Cheras,195000,CHERAS,Apartments,650,2,1,Low,300.0
2504,"Siap Kabinet Murah Vista Hatamas Apartment, Bukit Hartamas, Cheras",295000,CHERAS,Apartments,850,3,2,Low,347.05882352941177
2505,Glenview Villa Cheras nice view tip top condition,298000,CHERAS,Apartments,1138,3,2,Low,261.8629173989455
2506,{GOODDEAL} Suasana Lumayan Condominium 3 Parkings Cheras 1142sf,500000,CHERAS,Apartments,1142,4,2,Low,437.82837127845886
2507,[CONDO KL MURAH] Rafflesia Condominium Sentul 1062sf High Floor,490000,CHERAS,Apartments,1062,3,2,Low,461.39359698681733
2508,"Condo in Miharja Cheras near MRT, LRT, Sunway Velocity, Viva Home",300000,CHERAS,Apartments,860,3,2,Low,348.83720930232556
2509,"RM1,700 Instalment Cheras Condo 3R2B | 1,229sqft [Ready Move In 2022]",388655,CHERAS,Apartments,1229,3,2,Low,316.2367778681855
2510,"For Sale Renovated Apartment Sri Penara, Bandar Sri Permaisuri, Cheras",240000,CHERAS,Apartments,650,3,2,Low,369.2307692307692
2511,Connaught Avenue Condo | Cheras | KL | for sale,335000,CHERAS,Apartments,950,3,2,Low,352.63157894736844
2512,"Glenview villa condo, ampang",320000,CHERAS,Apartments,1138,3,2,Low,281.195079086116
2513,"Renovated PANGSAPURI CEMARA, Bdr Sri Permaisuri",335000,CHERAS,Apartments,750,3,2,Low,446.6666666666667
2514,"[RENOVATED | 2 STOREY TERRACE HOUSE] Alam Damai, Cheras, Kuala Lumpur",695000,CHERAS,Apartments,1890,4,3,Low,367.72486772486775
2515,Apartment Bustan Shamelin Cheras KL[ ,350000,CHERAS,Apartments,1026,3,2,Low,341.130604288499
2516,CASARIA TMN MALURI Cheras KL,350000,CHERAS,Apartments,1000,3,2,Low,350.0
2517,Taman Miharja Rumawip Project Walk to MRT LRT Aeon Maluri Sunway Velo,300000,CHERAS,Apartments,860,3,2,Low,348.83720930232556
2518,Glenview Villa Condo 1141sf 3R2B Cheras 100% Full Loan Cash Back,290000,CHERAS,Apartments,1138,3,2,Low,254.83304042179262
2519,Pangsapuri Segar Ria apt for sales,120000,CHERAS,Apartments,650,3,2,Low,184.6153846153846
2520,"EkoCheras, Corner Duplex, Reno With Balcony, Walk To MRT",800000,CHERAS,Apartments,1150,2,2,Low,695.6521739130435
2521,"Cendana Apartment, Bandar Sri Permaisuri, Near HUKN, LRT",228000,CHERAS,Apartments,650,3,2,Low,350.7692307692308
2522,"Vistaria Residensi, Taman Pertama, Cheras, Nr LRT Maluri, IKEA, Mytown",590000,CHERAS,Apartments,1300,3,2,Low,453.84615384615387
2523,"Mewah Court, Corner, Freehold, Taman Cheras Mewah, Walk To CS",280000,CHERAS,Apartments,888,3,2,Low,315.31531531531533
2524,Cheras Bdr Tun Razak The Holmes2 for Sale.Near HUKM LRT MRT Permaisuri,435000,CHERAS,Apartments,943,3,2,Low,461.29374337221634
2525,BELOW MARKET Vila Vista Cheras Tmn Pertama for SALE.near MRT. HUKM,875000,CHERAS,Apartments,1672,5,4,Low,523.3253588516747
2526,"Near MRT [15min to K.L] Hilltop Cheras Condo [3R2B 1,228sf] Rebate 19%",391700,CHERAS,Apartments,1228,3,2,Low,318.97394136807816
2527,"MOVE IN 2022 \ FREEHOLD Cheras Condo \ 3BED2BATH,1215sf \ DUAL BALCONY",388150,CHERAS,Apartments,1215,3,2,Low,319.4650205761317
2528,[Fully Furnished]Cheras Condo MOVE IN 2022[3BED2BATH \ DUAL BALCANY],395200,CHERAS,Apartments,1220,3,2,Low,323.9344262295082
2529,[ NEVER OCCUPIED ] Astana Lumayan Condo Bandar Sri Permaisuri Suasana,480000,CHERAS,Apartments,1207,4,2,Low,397.6801988400994
2530,Mandarina Court Cheras Puncak Banyan Taman Connaught Facing KLCC,265000,CHERAS,Apartments,780,3,2,Low,339.7435897435897
2531,Condo Shamelin Bestari Pandan Perdana 8 mins LRT MRT Cheras,448000,CHERAS,Apartments,1000,2,2,Low,448.0
2532,Cheras Jalan Kuari Glenview Villa Condominium For Sale,298000,CHERAS,Apartments,1141,3,2,Low,261.1744084136722
2533,Arte Cheras walking distance Tesco Midah & 5mins MRT,433500,CHERAS,Apartments,868,2,2,Low,499.42396313364054
2534,0%DownPayment Freehold Cheras Condo Ready Move In 2022 Free 2 Carpark,388850,CHERAS,Apartments,1221,3,2,Low,318.4684684684685
2535,[Fully Furnished] Desa Tun Razak Apartment Bandar Tun Razak,195000,CHERAS,Apartments,668,2,1,Low,291.91616766467064
2536,[CEAPEST FACING LAKE]Astana Lumayan Condo Bandar Sri Permaisuri Cheras,475000,CHERAS,Apartments,1207,4,2,Low,393.5376967688484
2537,"[3BED2BATH 1,239sf] Cheras Condo [15MIN to K.L CENTRAL] {Rebate 19%}",392200,CHERAS,Apartments,1239,3,2,Low,316.545601291364
2538,RENOVATED Cemara Apartment Bandar Sri Permaisuri Cheras Kuala Lumpur,340000,CHERAS,Apartments,750,3,2,Low,453.3333333333333
2539,LEVEL 1 Mewah Court Apartment Taman Cheras Mewah Kuala Lumpur,299000,CHERAS,Apartments,850,3,2,Low,351.7647058823529
2540,[ NEGOTIABLE ] Lumayan Apartment Cemara Lestari Bandar Sri Permaisuri,350000,CHERAS,Apartments,830,3,2,Low,421.68674698795184
2541,Maxim Residences LenSeng Connaught Cheras Near MRT P/F BELOWMARKET KL,398000,CHERAS,Apartments,900,2,2,Low,442.22222222222223
2542,"NICE UNIT Condo Bayu Tasik 1 Bandar Sri Permaisuri, Cheras",355000,CHERAS,Apartments,920,3,2,Low,385.8695652173913
2543,FREEHOLD Cheras Townhouse Ready Move 2022[Rebate 19%+100% Full Loan],415350,CHERAS,Apartments,1213,3,2,Low,342.41549876339656
2544,[NICE UNIT] Pangsapuri Sri Penara Bandar Sri Permaisuri Cheras KL HUKM,235000,CHERAS,Apartments,650,3,2,Low,361.53846153846155
2545,"Flat Taman Rajawali, Nr Desa Aman, Jalan Cheas, Leisure Mall, Velocity",162000,CHERAS,Apartments,550,2,1,Low,294.54545454545456
2546,KLCC View Freehold Ketumbar Hill Condominium Taman Cheras Kuala Lumpur,415000,CHERAS,Apartments,902,3,2,Low,460.08869179600885
2547,[FULLY RENO FURNISHED]Casa Ria Apartment Taman Maluri Cheras Maluri,398000,CHERAS,Apartments,1100,3,2,Low,361.8181818181818
2548,Bintang Mas Condo Cheras Bandar Sri Permaisuri HUKM 100 metres LRT,422000,CHERAS,Apartments,1307,4,2,Low,322.8768171384851
2549,Below Market Segar Apartment (Leisure Mall )ROI 6.5%,128000,CHERAS,Apartments,658,2,1,Low,194.52887537993922
2550,KL Miharja Rumawip Aeon Maluri Sunway Velocity CherasKL,300000,CHERAS,Apartments,860,3,2,Low,348.83720930232556
2551,Flat Mampu Milik Cheras,110000,CHERAS,Apartments,540,2,1,Low,203.7037037037037
2552,TINGKAT 1 TERMURAH Lestari Apartment Cheras 820 sqft 3 BILIK,305000,CHERAS,Apartments,820,3,2,Low,371.9512195121951
2553,"(tingkat 2, unit tercantik) pangsapuri sri penara, cheras",245000,CHERAS,Apartments,650,3,2,Low,376.9230769230769
2554,CHERAS Taman Supreme Cloud View Tower 1550sf 3r3b Condo Unit,425000,CHERAS,Apartments,1550,3,3,Low,274.19354838709677
2555,"New condo holmes 2, bandar tun razak cheras",450000,CHERAS,Apartments,943,3,2,Low,477.20042417815483
2556,KL Cheras Segar New Condo 1000SF 3R2B B/Market P/Furnish Near MRT/Mall,460000,CHERAS,Apartments,1000,3,2,Low,460.0
2557,"Monte bayu condomiunium ,cheras baru kl for sale",490000,CHERAS,Apartments,1134,3,2,Low,432.0987654320988
2558,"Bukit pandan 1 , pandan perdana , cheras , for sale",350000,CHERAS,Apartments,1100,3,2,Low,318.1818181818182
2559,Taman kobena pudu impian flat for sale,160000,CHERAS,Apartments,570,2,1,Low,280.70175438596493
2560,Cheras Lake Vista Harga Mampu Milik,550000,CHERAS,Apartments,1100,3,2,Low,500.0
2561,Level 4 Pangsapuri Pudu Impian 1 Pudu,199000,CHERAS,Apartments,650,3,2,Low,306.15384615384613
2562,Cheras Lake Vista Residence Markdown Price!,550000,CHERAS,Apartments,1100,3,2,Low,500.0
2563,Condominimum Jaya,350000,CHERAS,Apartments,936,3,2,Low,373.9316239316239
2564,New Condo The Holmes 2 Bandar Tun Razak,450000,CHERAS,Apartments,1104,3,2,Low,407.60869565217394
2565,Condominimum Langat Jaya,350000,CHERAS,Apartments,963,3,2,Low,363.44755970924194
2566,Pangsapuri Indah Mas [Private 1 car park] Taman Ikan Emas Cheras KL,265000,CHERAS,Apartments,732,3,1,Low,362.0218579234973
2567,The Holmes 2 Bandar Tun Razak,430000,CHERAS,Apartments,943,3,2,Low,455.9915164369035
2568,"Prisma perdana apartment condo , taman midah , cheras , for sale",335000,CHERAS,Apartments,839,3,2,Low,399.28486293206197
2569,"Freehold Condo,Pratical Layout 4 Room ( 100m to MRT )",550000,CHERAS,Apartments,1050,4,2,Low,523.8095238095239
2570,"Prisma perdana apartment condo , taman midah , cheras , for sale",325000,CHERAS,Apartments,839,3,2,Low,387.36591179976165
2571,Apartments for Sale,328000,CHERAS,Apartments,1024,3,2,Low,320.3125
2572,Kempas Cheras Hartamas Segar Near Ekocheras Leisure Mall Mutiara MRT,295000,CHERAS,Apartments,753,3,2,Low,391.7662682602922
2573,Amaya maluri,460000,CHERAS,Apartments,719,1,2,Low,639.7774687065369
2574,"20% Below Market Value, Tasik Heights, Bandar Tasik Selatan, Cheras",270000,CHERAS,Apartments,854,3,2,Low,316.1592505854801
2575,Cengal Condo Bandar Sri Permaisuri Cheras Kuala Lumpur,390000,CHERAS,Apartments,927,3,2,Low,420.7119741100324
2576,"Vista Amani Condominium , Bandar Seri Permaisuri",415000,CHERAS,Apartments,1107,4,2,Low,374.8870822041554
2577,Green Residence cheras 9miles 1611sqf 590K partlyfurnish c emeraldhill,590000,CHERAS,Apartments,1611,4,5,Low,366.2321539416511
2578,Laman tasik condominium bandar sri pemaisuri cheras,499000,CHERAS,Apartments,1280,4,3,Low,389.84375
2579,"Batu9 Taman Megah Cheras Flat , Level 4 , FREEHOLD , Below Market",125000,CHERAS,Apartments,496,2,1,Low,252.01612903225808
2580,"For Sale Renovated Pangsapuri Waja, Taman Tun Perak, Cheras",215000,CHERAS,Apartments,818,3,2,Low,262.8361858190709
2581,[low level] pangsapuri lestari bandar sri permaisuri cheras,320000,CHERAS,Apartments,820,3,2,Low,390.2439024390244
2582,Putra Suria Residensi (Below Market Value and Tenanted),350000,CHERAS,Apartments,800,3,2,Low,437.5
2583,Condominium Bayu Tasik 1 Bandar Sri Permaisuri,355000,CHERAS,Apartments,920,3,2,Low,385.8695652173913
2584,"[LARGE SIZE 1670sf/TOP FLOOR] Condo Taman Cheras Utama, Kuala Lumpur",380000,CHERAS,Apartments,1670,5,3,Low,227.5449101796407
2585,"Sri Penara Apmt Bandar Sri Permaisuri Cheras KL , NEAR LRT",215000,CHERAS,Apartments,650,3,2,Low,330.7692307692308
2586,"Sri Penara Apartment, Bandar Sri Permaisuri, Cheras",250000,CHERAS,Apartments,657,3,2,Low,380.517503805175
2587,[Renovated] Desa Tun Razak Apartment,195000,CHERAS,Apartments,668,2,1,Low,291.91616766467064
2588,CANTIK - LOW FLOOR - Pangsapuri Lestari Bandar Sri Permaisuri Cheras,320000,CHERAS,Apartments,820,3,2,Low,390.2439024390244
2589,"(freehold,invest)apartment vistana mahkota , bandar mahkota cheras",300000,CHERAS,Apartments,953,3,2,Low,314.79538300104934
2590,NEGOTIABLE Shamelin Bestari Condo Taman Shamelin Perkasa Cheras,440000,CHERAS,Apartments,1046,3,2,Low,420.65009560229447
2591,"Maxim Residence Condo, Cheras, KL City View, Near MRT",480000,CHERAS,Apartments,1050,3,2,Low,457.14285714285717
2592,"Eko Cheras Condo Duplex unit, Fully furnished for sale, City view",580000,CHERAS,Apartments,762,2,2,Low,761.1548556430446
2593,"Prima Midah Heights Condo, Taman Midah Cheras, Penthouse for sale",1000000,CHERAS,Apartments,2900,4,3,Low,344.82758620689657
2594,"Astana Lumayan Condo, Sri Permaisuri Cheras, 3 car park",550000,CHERAS,Apartments,1207,4,2,Low,455.67522783761393
2595,"Lestari Apartment, Cheras Permaisuri, Newly Renovated and Painted",330000,CHERAS,Apartments,820,3,2,Low,402.4390243902439
2596,"Segar View Condo, Taman Mutiara Timur, Cheras, near to Leisure Mall",505000,CHERAS,Apartments,922,3,2,Low,547.7223427331887
2597,"Lestari Apartment, Cheras Permaisuri, Corner unit",315000,CHERAS,Apartments,820,3,2,Low,384.1463414634146
