Title,Price,Area,Category,Size,Bedrooms,Bathrooms
"OPEN LOT Cemara Apartment, Bdr Sri Permaisuri, Cheras",330000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"CORNER UNIT Vista Amani Condo, Bandar Sri Permaisuri",430000,CHERAS,Apartments,1101 sq.ft.,4 Bedrooms,2 Bathrooms
"RUMAH CANTIK Cemara Apartment, Bandar Sri Permaisuri, Cheras",330000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"Tasik Permaisuri ,cheras",394000,CHERAS,Apartments,1025 sq.ft.,3 Bedrooms,2 Bathrooms
Silk Residence Duplex Penthouse For Sale,890000,CHERAS,Apartments,4177 sq.ft.,6 Bedrooms,7 Bathrooms
[ GROUND FLOOR UNIT ] Cengal Condo Bdr Sri Permaisuri Cheras KL,370000,CHERAS,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
"Condominium Cengal, Bandar Sri Permaisuri, Cheras (Bumi Lot)",370000,CHERAS,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
"SERI CENDEKIA CONDOMINIUM, CHERAS KUALA LUMPUR [ 1003 sq.ft ]",207400,CHERAS,Apartments,1003 sq.ft.,3 Bedrooms,1 Bathroom
Ground Floor & End Lot Condo Bandar Sri Permaisuri -Condominium Cengal,370000,CHERAS,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
Booking 2k Low Depo New Hamstead Condo Bandar Tun Razak,445000,CHERAS,Apartments,947 sq.ft.,3 Bedrooms,2 Bathrooms
MAXIM RESIDENCES ALAM DAMAI [ 854 sq.ft ],307800,CHERAS,Apartments,854 sq.ft.,2 Bedrooms,2 Bathrooms
CHEAPEST NEW CONDO Near LRT Taman Midah Arte Cheras Condominium,408000,CHERAS,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
[ LEVEL 6 ] Pangsapuri Sri Penara Bandar Sri Permaisuri Cheras KL,235000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
GROUND FLOOR || DEPO FLEXI - Cengal Condominium Bandar Sri Permaisuri,370000,CHERAS,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
"Villa Seri Puteri Condominium, Taman Kobena, Cheras",475000,CHERAS,Apartments,1300 sq.ft.,3 Bedrooms,2 Bathrooms
"Apartment Sri Penara, Bandar Sri Permaisuri, Cheras",205000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Vista Amani Condo, Bandar Sri Permaisuri, Cheras, 1101sf",406800,CHERAS,Apartments,1101 sq.ft.,4 Bedrooms,2 Bathrooms
"(PALING MURAH, CANTIK)- Bayu Tasik Condo, Bandar Sri Permaisuri",355000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
"Vista Amani Condo, Bandar Sri Permaisuri, Cheras, 1101sf",388800,CHERAS,Apartments,1101 sq.ft.,4 Bedrooms,2 Bathrooms
RENO Sri Penara Apartment Bandar Sri Permaisuri Cheras LOW FLOOR,250000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"「Below Market RM93K」Maxim Residences, Cheras",307000,CHERAS,Apartments,854 sq.ft.,3 Bedrooms,2 Bathrooms
(DUPLEX APARTMENT) D'Puncak Suasa Apartment Bandar Tun Hussein Onn,300000,CHERAS,Apartments,1050 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Desa Tun Razak [NEGO][fully furnished],195000,CHERAS,Apartments,668 sq.ft.,2 Bedrooms,1 Bathroom
[ 100% Loan ] 2nd Floor Apt Taman Koperasi Maju Jaya Cheras Near MRT,198000,CHERAS,Apartments,900 sq.ft.,4 Bedrooms,2 Bathrooms
Seri Puteri Condo for Sale,595000,CHERAS,Apartments,1200 sq.ft.,3 Bedrooms,3 Bathrooms
Glenview Villa Condominium Freehold Cheras #hc,350000,CHERAS,Apartments,1138 sq.ft.,3 Bedrooms,2 Bathrooms
"Rumah murah #Kempas Apartment, Cheras Hartamas WITH Car Park",275000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"Maxim Residence Condo, Cheras, Fully Furnished, Near MRT Station",360000,CHERAS,Apartments,619 sq.ft.,1 Bedroom,1 Bathroom
Strata ready bandar tun razak apartment,195000,CHERAS,Apartments,668 sq.ft.,2 Bedrooms,1 Bathroom
Taman Miharja Apartment F1&2 Facing viva mall Velocity LRT/MRT station,250000,CHERAS,Apartments,800 sq.ft.,3 Bedrooms,2 Bathrooms
"Seri Cendekia , Taman Connaught , Cheras , BIG SIZE UNIT",330000,CHERAS,Apartments,1150 sq.ft.,3 Bedrooms,2 Bathrooms
Bayu Tasik Condo,375000,CHERAS,Apartments,900 sq.ft.,3 Bedrooms,2 Bathrooms
Non Bumi Lot Fully Renovated Casa Ria Apartment Taman Maluri KL,397000,CHERAS,Apartments,904 sq.ft.,2 Bedrooms,2 Bathrooms
Warisan Cityview City View Condo Taman Maluri Cheras Velocity KL,380000,CHERAS,Apartments,960 sq.ft.,3 Bedrooms,2 Bathrooms
Warisan Cityview City View Condo Taman Maluri Cheras Velocity KL,420000,CHERAS,Apartments,1050 sq.ft.,3 Bedrooms,2 Bathrooms
"[3R2B / 4R2B] Cheras Freehold Condo Price from RM490K , 100m to MRT",490000,CHERAS,Apartments,900 sq.ft.,3 Bedrooms,2 Bathrooms
Just RM2100/Month to Own FREEHOLD Luxury 1000sf unit in CHERAS,550000,CHERAS,Apartments,1033 sq.ft.,4 Bedrooms,2 Bathrooms
[LumayanApartment} Lumayan Apartment Non Bumi Unit Bdr Sri Permaisu,350000,CHERAS,Apartments,830 sq.ft.,3 Bedrooms,2 Bathrooms
Vina Versatile Home Cheras 900sqft 3R2B 2 Car Park Kuala Lumpur,380000,CHERAS,Apartments,900 sq.ft.,3 Bedrooms,2 Bathrooms
"3 Rooms Miharja Condominium-Taman Miharja, Off Jalan Cheras",270000,CHERAS,Apartments,959 sq.ft.,3 Bedrooms,2 Bathrooms
"[BERSIH | CANTIK]Gagah Apartment, Taman Tun Perak Cheras",250000,CHERAS,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
"ASTANA LUMAYAN CONDOMINIUM Bandar Sri Permaisuri, Cheras FOR SALE",475000,CHERAS,Apartments,1207 sq.ft.,4 Bedrooms,2 Bathrooms
"Amaya Maluri Apartment-Taman Maluri,Jalan Cheras [Market Value 550k]",445500,CHERAS,Apartments,1044 sq.ft.,2 Bedrooms,2 Bathrooms
Cheras Ria Apartment Block A for Sale ,150000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,1 Bathroom
D’PUNCAK SUASANA APARTMENT BANDAR TUN HUSSEIN ONN CHERAS,300000,CHERAS,Apartments,1050 sq.ft.,3 Bedrooms,2 Bathrooms
Midah Heights Freehold 3R2B Fully Furnished,400000,CHERAS,Apartments,1030 sq.ft.,3 Bedrooms,2 Bathrooms
[ LEVEL 1 ] Apartment Putra Suria Residensi Bandar Sri Permaisuri HUKM,335000,CHERAS,Apartments,798 sq.ft.,3 Bedrooms,2 Bathrooms
Big Unit! View KLCC Shamelin Star Condominium Cheras Non Bumi Lot !,558000,CHERAS,Apartments,978 sq.ft.,4 Bedrooms,2 Bathrooms
"Prisma Perdana Condominium Taman Midah , Bandar Tun Razak , Cheras",283000,CHERAS,Apartments,830 sq.ft.,3 Bedrooms,2 Bathrooms
"Prisma Cheras Condo , Hot Area , Nice Unit , Cheras Kuala Lumpur",518000,CHERAS,Apartments,1375 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Segar Perdana , Best Price , Nice Location , Cheras KL",188000,CHERAS,Apartments,760 sq.ft.,3 Bedrooms,2 Bathrooms
1206sf. Ketumbar Hill Condo Taman Cheras Utama Leisure Mall Cheras,540000,CHERAS,Apartments,1206 sq.ft.,4 Bedrooms,2 Bathrooms
High Demand+Below Market Price[BESIDE MRT]3bed2bath 1050sqft FREEHOLD,410500,CHERAS,Apartments,1050 sq.ft.,3 Bedrooms,2 Bathrooms
The Holmes 2 Condo Bandar Tun Razak Cheras 5K BOOKING,420000,CHERAS,Apartments,943 sq.ft.,3 Bedrooms,2 Bathrooms
"Bayu Tasik Condo , Hot Selling , Below Market , Bandar Permaisuri KL",343000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Sri Shamelin,190000,CHERAS,Apartments,613 sq.ft.,3 Bedrooms,2 Bathrooms
"Warisan Cityview, Cheras [BELOW MV, Nearby MRT Maluri Sunway Velocity]",390000,CHERAS,Apartments,910 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Sri Penara Bandar Sri Permaisuri Cheras Near LRT,208000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"[CANTIK, STRATEGIK] Lestari Apartment, Bandar Sri Permaisuri, Cheras",330000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,2 Bathrooms
"[Booking 1k] Putra Suria Residensi, Taman Ikan Emas, Cheras, Kuala Lum",345000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
The Holmes 2 Bandar Tun Razak Condo 3R2B Sri Permaisuri HUKM,420000,CHERAS,Apartments,943 sq.ft.,3 Bedrooms,2 Bathrooms
"(MURAH, 2CARPARK)- Bayu Tasik Condominium, Bdr Sri Permaisuri",395000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
Seri Puteri Condo Taman Ikan Emas Bandar Sri Permaisuri Cheras,450000,CHERAS,Apartments,1063 sq.ft.,3 Bedrooms,3 Bathrooms
Warisan Cityview 3R2B Taman Maluri Cheras Sunway Velocity,438000,CHERAS,Apartments,1050 sq.ft.,3 Bedrooms,2 Bathrooms
WALKING DISTANCE LRT I Cemara Apartment Bandar Sri Permaisuri Cheras,330000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Desa Tasik~Bandar Tasik Selatan~Fasa 6~Cheras~Kuala Lumpur,220000,CHERAS,Apartments,730 sq.ft.,3 Bedrooms,1 Bathroom
"Bayu Tasik 1 Condo , Best Price , Limited Unit , Bandar Permaisuri KL",378000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Sri Penara Bandar Sri Permaisuri Cheras,171000,CHERAS,Apartments,646 sq.ft.,3 Bedrooms,2 Bathrooms
Green residence 4room partlyfurnish c emerald hills alam damai,590000,CHERAS,Apartments,1611 sq.ft.,4 Bedrooms,5 Bathrooms
Green residence 4room youcity3 freehold partlyfurnish c taman lensen,590000,CHERAS,Apartments,1611 sq.ft.,4 Bedrooms,5 Bathrooms
"[End Lot] Cengal Condominium, Bandar Sri Permaisuri, Cheras",370000,CHERAS,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
Venice Hill Nice View,300000,CHERAS,Apartments,1500 sq.ft.,3 Bedrooms,2 Bathrooms
J.Dupion Residence Corner Unit For Sale (Cheapest),1250000,CHERAS,Apartments,1556 sq.ft.,4 Bedrooms,4 Bathrooms
"Manda'rina Court Apartment, Taman Orkid Desa, Cheras, K.L",278000,CHERAS,Apartments,780 sq.ft.,3 Bedrooms,2 Bathrooms
Alam damai corner lot ,1600000,CHERAS,Apartments,3800 sq.ft.,5 Bedrooms,4 Bathrooms
"Penthouse VinaVersatile, FullyFurnished &Renovated, Freehold, NewBrand",1400000,CHERAS,Apartments,2887 sq.ft.,5 Bedrooms,5 Bathrooms
"3 Residen Condominium, Desa Melawati, Kuala Lumpur",580000,CHERAS,Apartments,1209 sq.ft.,3 Bedrooms,2 Bathrooms
Below Market Pangsapuri Segar Ria(Full Loan & Nice View),159000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Cheras Ria Apartment [Freehold] Taman Cheras near Yulek (below market),148000,CHERAS,Apartments,570 sq.ft.,3 Bedrooms,1 Bathroom
"Vina Versatile Home, Taman Desa Baiduri, Cheras, Great Facilities",500000,CHERAS,Apartments,1250 sq.ft.,3 Bedrooms,2 Bathrooms
"Maxim Residence Condo, Cheras, Below Market Price",450000,CHERAS,Apartments,1050 sq.ft.,3 Bedrooms,2 Bathrooms
For Sale! Seri Puteri Condominium | Cheras | Kuala Lumpur,480000,CHERAS,Apartments,1065 sq.ft.,3 Bedrooms,3 Bathrooms
"Laman Tasik Q1 Condo, Bandar Sri Permaisuri, Cheras",520000,CHERAS,Apartments,1280 sq.ft.,4 Bedrooms,3 Bathrooms
CHEAP Well Kept Flat Apartment Bukit Angsana Cheras,145000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"D`Alamanda Condo , Nice Location , Best Price , Most Cheaper , Cheras",610000,CHERAS,Apartments,1450 sq.ft.,4 Bedrooms,3 Bathrooms
"Cheras Condo Full Loan+Cash Back[3Bed2Bath 1,230sf]Completed In 2022",387550,CHERAS,Apartments,1230 sq.ft.,3 Bedrooms,2 Bathrooms
"Cheras Condo *3Bed2Bath 1,225sf* [0% DownPayment + CashRebate 19%]",387450,CHERAS,Apartments,1225 sq.ft.,3 Bedrooms,2 Bathrooms
"43k CASHBACK[3R2B 1,235sf] [Fully Residential]Cheras Condo Next To MRT",387650,CHERAS,Apartments,1235 sq.ft.,3 Bedrooms,2 Bathrooms
DUAL BALCONY Cheras Condo *3R2B 1240sf* [0%DownPayment+CashRebate 19%],387750,CHERAS,Apartments,1240 sq.ft.,3 Bedrooms,2 Bathrooms
[Pool View FREEHOLD Cheras Condo]3Bed2Bath 1220sf[Rebate 19%+CashBack],387350,CHERAS,Apartments,1220 sq.ft.,3 Bedrooms,2 Bathrooms
"[100% Full Loan+Rebate 19%] FREEHOLD Cheras Condo [3Room2Bath 1,210sf]",387150,CHERAS,Apartments,1210 sq.ft.,3 Bedrooms,2 Bathrooms
"FREEHOLD Cheras Condo[1,215sqft 3Bed2Bath]Elevated 360' Panoramic View",387250,CHERAS,Apartments,1215 sq.ft.,3 Bedrooms,2 Bathrooms
"(WALKING DISTANCE TO LRT)- Cemara Apt, Bdr Sri Permaisuri, Cheras",330000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
Ketumbar Hill Condo . Renovated Unit . Taman Yulek . Cheras,508000,CHERAS,Apartments,1200 sq.ft.,4 Bedrooms,2 Bathrooms
NEARBY SCHOOL & LRT D'Alamanda Condominium Pudu Impian KL,450000,CHERAS,Apartments,1097 sq.ft.,3 Bedrooms,2 Bathrooms
NICE UNIT Vista Perdana Condominium Pandan Perdana villa 965 sqft 3R2B,350000,CHERAS,Apartments,965 sq.ft.,3 Bedrooms,2 Bathrooms
"Prisma Cheras Condo , Nice Location , Below Market , Most Cheaper",508000,CHERAS,Apartments,1300 sq.ft.,3 Bedrooms,2 Bathrooms
Mandarina Court Taman Connaught CHERAS KL,260000,CHERAS,Apartments,780 sq.ft.,3 Bedrooms,2 Bathrooms
"Miharja Flat For Sales Jalan Lok Yew, Miharja",260000,CHERAS,Apartments,600 sq.ft.,2 Bedrooms,1 Bathroom
PANGSAPURI SEGAR PERDANA [Partly Furnished]. CHERAS,200000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"[Renovated] Lestari Apartment, Bandar Sri Permaisuri, Cheras",365000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,2 Bathrooms
New Renovated & Level 5 Cheras Ria Apartment Cheras Utama,175000,CHERAS,Apartments,570 sq.ft.,3 Bedrooms,1 Bathroom
Rumah kedai taman Muda Jalan cempaka 6a tingkat 4,165000,CHERAS,Apartments,650 sq.ft.,2 Bedrooms,1 Bathroom
"Apartment Cemara, Bandar Sri Permaisuri, Cheras",330000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
GreenResidence 4room 4carpark cherasmahkota 9thmile partlyfurnish ,590000,CHERAS,Apartments,1611 sq.ft.,4 Bedrooms,3 Bathrooms
Bandar damai perdana apartment freehold tingkat 4,150000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Below Market Value Apartment Angkasa Condo 3R2B Taman Connaught Cheras,370000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
Rumah Taman seri indah cheras jaya with balcony tingkat 1,125000,CHERAS,Apartments,600 sq.ft.,3 Bedrooms,1 Bathroom
[1K BOOKING + 100%LOAN Ansuran RM1.4k++] BAYU Pandan Jaya Condo Cheras,590000,CHERAS,Apartments,1080 sq.ft.,3 Bedrooms,2 Bathrooms
STRATA READY FREEHOLD Cheras Ria Apartment 570 sqft,160000,CHERAS,Apartments,570 sq.ft.,3 Bedrooms,2 Bathrooms
"Lumayan Apartment, Bandar Sri Permaisuri, Cheras",340000,CHERAS,Apartments,830 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Cheras ria freehold, taman cheras block b",155000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,1 Bathroom
Desa tun razak apartment cheras fully renovated,195000,CHERAS,Apartments,650 sq.ft.,2 Bedrooms,1 Bathroom
Taman maluri jalan perkasa 650sf block 2 tingkat 4,185000,CHERAS,Apartments,650 sq.ft.,2 Bedrooms,1 Bathroom
"Rumah kos rendah desa baiduri cheras, block nilam tingkat 4",115000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,1 Bathroom
"Putra Suria Apartment, Taman Tenaga, Bandar Sri Permaisuri, Cheras",370000,CHERAS,Apartments,748 sq.ft.,3 Bedrooms,2 Bathrooms
Ixora apartment Bukit Bintang Pudu Kuala Lumpur,350000,CHERAS,Apartments,980 sq.ft.,3 Bedrooms,2 Bathrooms
Bandar Sri Permaisuri Lestari Apartment FULL RENO+NEAR KTM+MEX HIGHWAY,360000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Vista Mahkota, Bandar Mahkota Cheras",270000,CHERAS,Apartments,869 sq.ft.,3 Bedrooms,2 Bathrooms
Desa Tun Razak Apartment 680sf Reno Cheras KL [100% Loan Below Market],180000,CHERAS,Apartments,680 sq.ft.,2 Bedrooms,1 Bathroom
Monte Bayu Condo 2 Carpark Greenery,439000,CHERAS,Apartments,1135 sq.ft.,3 Bedrooms,2 Bathrooms
"Astana Lumayan Condominium, Bandar Sri Permaisuri Cheras",520000,CHERAS,Apartments,1203 sq.ft.,4 Bedrooms,4 Bathrooms
Condominium Bayu Tasik 1 Bandar Sri Permaisuri (New Refurbish),370000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
"Jln kaki ke LRT, RUMAH CANTIK, Pangsapuri Cemara, Bandar Permaisuri",335000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"BMV[Cashback 25k | FullLoan] Bayu Tasik 1 Condo, Bandar Sri Permaisuri",350000,CHERAS,Apartments,927 sq.ft.,3 Bedrooms,2 Bathrooms
"READY TO MOVE IN - 2 CAR PARKS - Near to LRT, MRT & KTM",578000,CHERAS,Apartments,910 sq.ft.,3 Bedrooms,2 Bathrooms
"Lestari apartment , bandar sri permaisuri, cheras, kuala lumpur",360000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,2 Bathrooms
Sri penara bandar seri permaisuri cheras,245000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,1 Bathroom
"Below Market Value and End Lot Condominium Cengal,",370000,CHERAS,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
Taman Yulek cheras,3800000,CHERAS,Apartments,1500 sq.ft.,More than 10 Bedroom,2 Bathrooms
"Astana Lumayan Condominium, Bandar Sri Permaisuri Cheras For Sale",590000,CHERAS,Apartments,1203 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment taman segar cheras mampu milik,142000,CHERAS,Apartments,658 sq.ft.,2 Bedrooms,1 Bathroom
"Sri Penara Apartment, Bandar Permaisuri Cheras, NEAR HUKM",235000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
The Holmes 2 Bandar Tun Razak New Condition,469000,CHERAS,Apartments,1104 sq.ft.,3 Bedrooms,2 Bathrooms
"Holmes 2, Razakmas 2, Bandar Tun Razak, Cheras",440000,CHERAS,Apartments,1000 sq.ft.,3 Bedrooms,2 Bathrooms
[below market 60k]queensville high rental yield sri permaisuri cheras,243000,CHERAS,Apartments,526 sq.ft.,1 Bedroom,1 Bathroom
Vista hatamas apartmen untuk dijual,295000,CHERAS,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
NEW UNIT The Holmes 2 Condominium Bandar Tun Razak KUALA LUMPUR,550000,CHERAS,Apartments,1106 sq.ft.,3 Bedrooms,2 Bathrooms
"[Grandeur Semi-D Concept] Cheras FreeHold Condo [3Bed2Bath | 1,230sf]",395300,CHERAS,Apartments,1230 sq.ft.,3 Bedrooms,2 Bathrooms
"Near MRT *FREEHOLD Cheras Condo* Dual Balcony+Yard / 3R2B | 1,210sqft",395100,CHERAS,Apartments,1210 sq.ft.,3 Bedrooms,2 Bathrooms
Greenresidence 4carpark c taman bukit cheras mahkota partlyfurnish 590,590000,CHERAS,Apartments,1611 sq.ft.,4 Bedrooms,5 Bathrooms
For Sale Holmes 2 Condo Bandar Tun Razak. Cheras,480000,CHERAS,Apartments,943 sq.ft.,3 Bedrooms,2 Bathrooms
Cemara apartment bandar sri permaisuri cheras kl,330000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"Vina Versetile Homes Cheras, 1250sf, 3R2B, 2CP, p/furnished",450000,CHERAS,Apartments,1250 sq.ft.,3 Bedrooms,2 Bathrooms
Kompleks Permaisuri Q #Cheras,243000,CHERAS,Apartments,526 sq.ft.,1 Bedroom,1 Bathroom
STRATA READY FREEHOLD Cheras Ria Apartment 570 sqft,160000,CHERAS,Apartments,570 sq.ft.,3 Bedrooms,2 Bathrooms
HUKM LRT 2 PARKING The Holmes 2 Condominium Cheras 1104 sqft,460000,CHERAS,Apartments,1104 sq.ft.,3 Bedrooms,2 Bathrooms
[ NEGOTIABLE ] Bayu Tasik 2 Condo Bandar Sri Permaisuri Cheras HUKM,430000,CHERAS,Apartments,950 sq.ft.,3 Bedrooms,2 Bathrooms
"100M Link Bridge LRT, Mall Downstairs -Eko Cheras, Cheras Leisure Mall",490000,CHERAS,Apartments,1050 sq.ft.,4 Bedrooms,2 Bathrooms
"KTM & LRT | KITCHEN CABINET | Condominium Cengal, Bandar Sri Permaisur",370000,CHERAS,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
Taman muda walk up apartment -jln cempaka 6a for sale,165000,CHERAS,Apartments,625 sq.ft.,2 Bedrooms,1 Bathroom
Greenresidence 4room 4carpark see taman bukit segar partlyfurnish,590000,CHERAS,Apartments,1611 sq.ft.,4 Bedrooms,5 Bathrooms
Apartment Cemara Bandar Sri Permaisuri RENOVATED FULLY FURNISHED,350000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
Vista Amani Condominium Bandar Sri Permaisuri,424000,CHERAS,Apartments,1107 sq.ft.,4 Bedrooms,2 Bathrooms
Maxim Residences Cheras Condo 3R2B Taman Connaught UCSI MRT,445000,CHERAS,Apartments,1050 sq.ft.,3 Bedrooms,2 Bathrooms
"[Rebate 19% + Full Loan] FREEHOLD CHERAS Condo [1,215sqft 3Bed2Bath]",395250,CHERAS,Apartments,1215 sq.ft.,3 Bedrooms,2 Bathrooms
"100% Full Loan with FREEHOLD Cheras Condo [3R2B | 1,225sf] Rebate 19%",395350,CHERAS,Apartments,1225 sq.ft.,3 Bedrooms,2 Bathrooms
100% Full Loan *DUAL BALCONY* [3R2B 1230sqft] 0%Downpayment+Rebate 19%,395450,CHERAS,Apartments,1230 sq.ft.,3 Bedrooms,2 Bathrooms
"[Rebate 19% + Full Loan] FREEHOLD CHERAS Condo [1,220sqft 3Bed2Bath]",395350,CHERAS,Apartments,1220 sq.ft.,3 Bedrooms,2 Bathrooms
"Casa Green Condo, Cheras, Freehold Condo for Sale",600000,CHERAS,Apartments,1797 sq.ft.,5 Bedrooms,4 Bathrooms
Glenview Villa Condo Cheras,340000,CHERAS,Apartments,1141 sq.ft.,3 Bedrooms,2 Bathrooms
"First Floor Flat Taman Kota Cheras,LRT Station",168000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,1 Bathroom
"Condominium prima indah height , taman midah , cheras , kuala lumpur",595000,CHERAS,Apartments,1461 sq.ft.,4 Bedrooms,2 Bathrooms
"100%FULL LOAN+CASHBACK+MURAH+GOOD Condo Near CHERAS KL, 1250sqft",382900,CHERAS,Apartments,1250 sq.ft.,3 Bedrooms,2 Bathrooms
BELOW MARKET D'Alamanda Condo Cheras PGRM Maluri Sunway Velocity,530000,CHERAS,Apartments,1304 sq.ft.,3 Bedrooms,2 Bathrooms
"{MURAH, LOKASI STRATEGIK} Cheras Desa Tun Razak, Good For Investment",195000,CHERAS,Apartments,668 sq.ft.,2 Bedrooms,1 Bathroom
"For sale - pangsapuri cemara, bandar sri permaisuri, kl",330000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"South City Condominium, Duplex Penthouse, Fully Reno, Serdang Cheras",480000,CHERAS,Apartments,1779 sq.ft.,4 Bedrooms,3 Bathrooms
Miharja Apartment (LRT Maluri) Apartment,250000,CHERAS,Apartments,844 sq.ft.,3 Bedrooms,2 Bathrooms
[FULLY FURNISHED]Apartment Desa Tun Razak Cheras Kuala Lumpur,195000,CHERAS,Apartments,668 sq.ft.,2 Bedrooms,1 Bathroom
"43k CASHBACK[3R2B 1,236sf] [Fully Residential]Cheras Condo Next To MRT",390550,CHERAS,Apartments,1236 sq.ft.,3 Bedrooms,2 Bathrooms
FREEHOLD Cheras Condo [0%DownPayment+Rebate 19%] DUAL BALCONY+YARD,390250,CHERAS,Apartments,1229 sq.ft.,3 Bedrooms,2 Bathrooms
"Near MRT *FREEHOLD Cheras Condo* Dual Balcony+Yard / 3R2B | 1,235sqft",390350,CHERAS,Apartments,1235 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Sri penara sri permaisuri tingkat 2,245000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
[1 BEDROOM] PERTAMA RESIDENCY for SALE,350000,CHERAS,Apartments,610 sq.ft.,1 Bedroom,1 Bathroom
"For Sale! J-Dupion Serviced Residence, KL",500000,CHERAS,Apartments,803 sq.ft.,2 Bedrooms,2 Bathrooms
"FACING POOL, 2 CARPARK, HUKM, LRT, Bayu Tasik, Cheras",395000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
LOW LEVEL Angkasa Condo UCSI For Sale,420000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
"Casa Ria Condo, Taman Maluri Cheras, 1173sf BIGGER SIZE",368000,CHERAS,Apartments,1173 sq.ft.,3 Bedrooms,2 Bathrooms
Best For Investment ( 3km to KLCC ) Waking Distance to LRT & Hospital,220000,CHERAS,Apartments,300 sq.ft.,1 Bedroom,1 Bathroom
WTS EkoCheras below Developer price 2r2b Fully Furnished ID unit,860000,CHERAS,Apartments,1168 sq.ft.,2 Bedrooms,2 Bathrooms
"Cheras Connaught Avenue near Len Seng, Tayton, UCSI, Fully Renovated",370000,CHERAS,Apartments,950 sq.ft.,3 Bedrooms,2 Bathrooms
"Condominium Bayu Tasik, Bandar Sri Permaisuri, Cheras",395000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
Warisan CIty View Condominium Jalan Cheras SPACIOUS UNIT,470000,CHERAS,Apartments,1051 sq.ft.,3 Bedrooms,2 Bathrooms
"Apartment Bukit Segar, Cheras, Kuala Lumpur",170000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,1 Bathroom
