area,building_type,building_nature,num_bath_rooms,num_bed_rooms,price,property_url,purpose,city,locality,address,id,relaxation_amenity_count,security_amenity_count,maintenance_or_cleaning_amenity_count,social_amenity_count,expendable_amenity_count,service_staff_amenity_count,unclassify_amenity_count,division,zone,price_per_sqft
500.0,Apartment,Residential,1.0,2.0,6000.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-56,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16761,1,2,3,1,2,2,3,Barisal,Sub-district of Barishal,12.0
1050.0,Apartment,Residential,2.0,2.0,8000.0,https://pbazaar.com//en/flat-for-rent-at-vhuighor-narayanganj,Rent,Narayanganj,Narayanganj,Bangladesh,pbazaar-16762,1,2,1,1,3,2,3,Dhaka,Sub-district of Narayanganj,7.619047619047619
1200.0,Apartment,Residential,2.0,4.0,10000.0,https://pbazaar.com//en/1200-sqft-flat-for-rent,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16763,1,2,1,1,1,3,3,Barisal,Sub-district of Barishal,8.333333333333334
200.0,Apartment,Residential,1.0,1.0,3500.0,https://pbazaar.com//en/1-room-for-rentbarisal,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16764,1,3,2,1,3,3,3,Barisal,Sub-district of Barishal,17.5
200.0,Apartment,Residential,1.0,1.0,3500.0,https://pbazaar.com//en/1520ft,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16765,1,1,2,1,4,2,3,Barisal,Sub-district of Barishal,17.5
1400.0,Apartment,Residential,1.0,3.0,6000.0,https://pbazaar.com//en/1400-sqft-flat-for-rentbarisal,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16766,1,1,2,2,4,1,4,Barisal,Sub-district of Barishal,4.285714285714286
750.0,Apartment,Residential,3.0,3.0,15000.0,https://pbazaar.com//en/750sft-flat-for-rent-barisal,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16767,1,1,2,1,1,3,3,Barisal,Sub-district of Barishal,20.0
1300.0,Apartment,Residential,3.0,3.0,10000.0,https://pbazaar.com//en/1300sft-residential-3rd-floor,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16768,4,2,3,2,4,3,4,Barisal,Sub-district of Barishal,7.6923076923076925
600.0,Apartment,Residential,1.0,2.0,2500.0,https://pbazaar.com//en/flat-rentbarisal,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16769,2,2,2,1,3,3,3,Barisal,Sub-district of Barishal,4.166666666666667
1700.0,Apartment,Residential,1.0,3.0,25000.0,https://pbazaar.com//en/1700-squre-flat-barisal,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16770,2,1,2,1,5,2,5,Barisal,Sub-district of Barishal,14.705882352941176
200.0,Apartment,Residential,1.0,2.0,4500.0,https://pbazaar.com//en/200-sqft-flat-for-rentrajshahi,Rent,Rajshahi,Rajshahi City,Bangladesh,pbazaar-16771,1,1,3,1,1,3,3,Rajshahi,Sub-district of Rajshahi,22.5
800.0,Apartment,Residential,1.0,2.0,12000.0,https://pbazaar.com//en/small-flat-for-rent-394,Rent,Dhaka,New Market,Bangladesh,pbazaar-16772,1,1,2,1,2,2,1,Dhaka,New Market,15.0
800.0,Apartment,Residential,1.0,2.0,7000.0,https://pbazaar.com//en/residential-flat-for-rent-3,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16773,1,2,3,1,5,2,4,Barisal,Sub-district of Barishal,8.75
1250.0,Apartment,Residential,1.0,1.0,14000.0,https://pbazaar.com//en/residential-flat-for-rent1250sft,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16774,1,1,2,1,4,3,3,Barisal,Sub-district of Barishal,11.2
2600.0,Apartment,Residential,2.0,3.0,40000.0,https://pbazaar.com//en/residential-flat-for-rent2600sft,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16775,1,1,1,2,3,3,3,Barisal,Sub-district of Barishal,15.384615384615383
800.0,Apartment,Residential,2.0,2.0,10500.0,https://pbazaar.com//en/residential-flat-for-rent800sft,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16777,3,2,2,1,3,3,4,Barisal,Sub-district of Barishal,13.125
1250.0,Apartment,Residential,2.0,2.0,14000.0,https://pbazaar.com//en/1250-sqft-flat-for-rent-2,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16778,1,2,2,2,4,3,4,Barisal,Sub-district of Barishal,11.2
800.0,Apartment,Residential,1.0,2.0,6000.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-47,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16779,1,1,1,2,3,3,4,Barisal,Sub-district of Barishal,7.5
500.0,Apartment,Residential,2.0,2.0,5000.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-46,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16780,1,2,1,1,1,2,4,Barisal,Sub-district of Barishal,10.0
700.0,Apartment,Residential,1.0,2.0,4500.0,https://pbazaar.com//en/2-bed-room-flat-69,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16781,1,2,2,1,1,3,3,Barisal,Sub-district of Barishal,6.428571428571429
100.0,Apartment,Residential,1.0,1.0,4000.0,https://pbazaar.com//en/tin-shed-1-room-for-rent,Rent,Dhaka,Mohakhali,Bangladesh,pbazaar-16782,1,2,3,1,2,3,1,Dhaka,Mohakhali,40.0
900.0,Apartment,Residential,2.0,2.0,5000.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-39,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16783,5,2,2,1,2,3,14,Barisal,Sub-district of Barishal,5.555555555555555
1300.0,Apartment,Residential,2.0,3.0,8000.0,https://pbazaar.com//en/3-bed-room-flat-for-rent-28,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16784,1,2,1,1,1,3,3,Barisal,Sub-district of Barishal,6.153846153846154
750.0,Apartment,Residential,1.0,2.0,11000.0,https://pbazaar.com//en/residential-flat-for-rent,Rent,Dhaka,New Market,Bangladesh,pbazaar-16785,1,1,3,2,3,2,3,Dhaka,New Market,14.666666666666666
800.0,Apartment,Residential,1.0,1.0,6500.0,https://pbazaar.com//en/1-bed-room-flat-for-rent-5,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16786,1,1,3,1,2,2,3,Barisal,Sub-district of Barishal,8.125
500.0,Apartment,Residential,2.0,2.0,11000.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-40,Rent,Dhaka,Mohammadpur ,Bangladesh,pbazaar-16787,4,2,1,1,1,3,3,Dhaka,Mohammadpur,22.0
1300.0,Apartment,Residential,2.0,3.0,4500.0,https://pbazaar.com//en/3-bed-room-flat-for-rent-29,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16788,3,1,3,2,3,2,3,Barisal,Sub-district of Barishal,3.4615384615384617
1200.0,Apartment,Residential,2.0,3.0,4500.0,https://pbazaar.com//en/3-bed-room-flat-for-rent-27,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16789,1,2,1,1,3,3,14,Barisal,Sub-district of Barishal,3.75
350.0,Apartment,Residential,1.0,1.0,4500.0,https://pbazaar.com//en/small-flat-for-rent-391,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16790,5,1,2,1,1,3,4,Barisal,Sub-district of Barishal,12.857142857142858
350.0,Apartment,Residential,1.0,1.0,2500.0,https://pbazaar.com//en/small-flat-for-rent-392,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16791,1,2,1,3,3,1,4,Barisal,Sub-district of Barishal,7.142857142857143
900.0,Apartment,Residential,2.0,2.0,6000.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-41,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16792,1,1,1,1,3,2,4,Barisal,Sub-district of Barishal,6.666666666666667
900.0,Apartment,Residential,2.0,2.0,7500.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-42,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16793,1,3,2,1,4,3,4,Barisal,Sub-district of Barishal,8.333333333333334
300.0,Apartment,Residential,1.0,3.0,6000.0,https://pbazaar.com//en/small-flat-for-rent-393,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16794,1,1,2,3,5,1,3,Barisal,Sub-district of Barishal,20.0
900.0,Apartment,Residential,1.0,3.0,6500.0,https://pbazaar.com//en/3-bed-room-for-rent-at-barisal,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16795,1,3,3,3,2,1,4,Barisal,Sub-district of Barishal,7.222222222222222
1000.0,Apartment,Residential,1.0,3.0,5000.0,https://pbazaar.com//en/apartment-for-rent-487,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16796,1,2,1,2,2,2,5,Barisal,Sub-district of Barishal,5.0
500.0,Apartment,Residential,1.0,2.0,3500.0,https://pbazaar.com//en/rent-for-tinshed-house,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16797,3,1,1,2,2,3,3,Barisal,Sub-district of Barishal,7.0
1000.0,Apartment,Residential,2.0,2.0,9000.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-43,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16798,5,1,2,1,2,3,5,Barisal,Sub-district of Barishal,9.0
1200.0,Apartment,Residential,2.0,3.0,9000.0,https://pbazaar.com//en/3-bed-room-for-rent,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16799,1,2,2,1,4,1,4,Barisal,Sub-district of Barishal,7.5
3500.0,Apartment,Residential,4.0,4.0,52000.0,https://pbazaar.com//en/4-bed-room-flat-for-rent-13,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16800,5,1,1,1,4,1,4,Barisal,Sub-district of Barishal,14.857142857142858
500.0,Apartment,Residential,2.0,2.0,6500.0,https://pbazaar.com//en/2-bed-flat-for-rent-79,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16801,1,3,2,1,2,2,3,Barisal,Sub-district of Barishal,13.0
600.0,Apartment,Residential,2.0,2.0,6000.0,https://pbazaar.com//en/ground-flat-with-2bedroom,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16802,3,2,2,2,4,3,4,Barisal,Sub-district of Barishal,10.0
300.0,Apartment,Residential,1.0,1.0,1400.0,https://pbazaar.com//en/small-flat-for-rent-390,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16803,5,1,3,1,5,3,2,Barisal,Sub-district of Barishal,4.666666666666667
800.0,Apartment,Residential,1.0,3.0,7500.0,https://pbazaar.com//en/3-bed-room-flat-barisal-7,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16805,1,1,2,1,5,1,4,Barisal,Sub-district of Barishal,9.375
700.0,Apartment,Residential,1.0,2.0,2000.0,https://pbazaar.com//en/2-bed-room-tin-shed-for-rent,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16806,1,2,3,1,1,2,3,Barisal,Sub-district of Barishal,2.857142857142857
400.0,Apartment,Residential,1.0,3.0,6500.0,https://pbazaar.com//en/3-bed-room-flat-for-rent-26,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16807,1,1,1,1,4,1,3,Barisal,Sub-district of Barishal,16.25
500.0,Apartment,Residential,1.0,1.0,5000.0,https://pbazaar.com//en/1-bed-room-flat-barisal-5,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16810,2,2,3,1,1,2,4,Barisal,Sub-district of Barishal,10.0
400.0,Apartment,Residential,2.0,3.0,7500.0,https://pbazaar.com//en/3-bed-room-flat-for-rent-25,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16811,1,1,2,1,2,3,3,Barisal,Sub-district of Barishal,18.75
200.0,Apartment,Residential,2.0,2.0,5000.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-37,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16812,1,1,3,1,3,3,3,Barisal,Sub-district of Barishal,25.0
800.0,Apartment,Residential,2.0,4.0,8500.0,https://pbazaar.com//en/4-bed-room-flat-for-rent-12,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16813,1,1,1,1,4,1,3,Barisal,Sub-district of Barishal,10.625
700.0,Apartment,Residential,2.0,4.0,7000.0,https://pbazaar.com//en/nice-flat-for-rent-in-barishal,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16814,2,1,2,1,2,2,3,Barisal,Sub-district of Barishal,10.0
200.0,Apartment,Residential,1.0,1.0,1200.0,https://pbazaar.com//en/small-flat-for-rent-385,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16815,1,1,1,1,4,3,4,Barisal,Sub-district of Barishal,6.0
1700.0,Apartment,Residential,3.0,3.0,50000.0,https://pbazaar.com//en/front-side-flat-rent-20,Rent,Dhaka,Mohammadpur ,Bangladesh,pbazaar-16816,1,1,2,1,2,3,3,Dhaka,Mohammadpur,29.41176470588235
200.0,Apartment,Residential,1.0,2.0,6500.0,https://pbazaar.com//en/small-flat-for-rent-383,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16817,1,2,3,1,1,2,3,Barisal,Sub-district of Barishal,32.5
600.0,Apartment,Residential,2.0,2.0,6500.0,https://pbazaar.com//en/small-flat-for-rent-384,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16818,1,1,1,1,5,2,3,Barisal,Sub-district of Barishal,10.833333333333334
500.0,Apartment,Residential,1.0,2.0,6500.0,https://pbazaar.com//en/small-flat-for-rent-386,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16819,1,1,2,2,1,2,3,Barisal,Sub-district of Barishal,13.0
350.0,Apartment,Residential,1.0,2.0,2100.0,https://pbazaar.com//en/small-flat-for-rent-389,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16820,3,2,2,1,3,3,4,Barisal,Sub-district of Barishal,6.0
500.0,Apartment,Residential,1.0,2.0,3500.0,https://pbazaar.com//en/small-flat-for-rent-387,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16821,1,2,2,1,2,2,3,Barisal,Sub-district of Barishal,7.0
300.0,Apartment,Residential,1.0,2.0,3000.0,https://pbazaar.com//en/small-flat-for-rent-388,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16822,3,1,3,1,2,1,4,Barisal,Sub-district of Barishal,10.0
400.0,Apartment,Residential,1.0,1.0,2500.0,https://pbazaar.com//en/1-bed-room-flat-26,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16823,1,1,2,3,3,2,3,Barisal,Sub-district of Barishal,6.25
500.0,Apartment,Residential,1.0,1.0,4000.0,https://pbazaar.com//en/1-bed-room-flat-27,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16824,1,2,2,1,3,3,3,Barisal,Sub-district of Barishal,8.0
800.0,Apartment,Residential,1.0,2.0,4000.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-33,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16825,1,1,2,1,4,3,3,Barisal,Sub-district of Barishal,5.0
1300.0,Apartment,Residential,3.0,3.0,9000.0,https://pbazaar.com//en/3-bed-room-flat-rajshahi-4,Rent,Rajshahi,Rajshahi City,Bangladesh,pbazaar-16826,1,2,1,1,1,1,3,Rajshahi,Sub-district of Rajshahi,6.923076923076923
900.0,Apartment,Residential,2.0,2.0,6000.0,https://pbazaar.com//en/2-bed-room-flat-63,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16827,1,1,1,1,3,2,1,Barisal,Sub-district of Barishal,6.666666666666667
800.0,Apartment,Residential,2.0,2.0,12000.0,https://pbazaar.com//en/2-bed-room-flat-62,Rent,Dhaka,Mohammadpur ,Bangladesh,pbazaar-16828,1,3,2,1,2,2,3,Dhaka,Mohammadpur,15.0
900.0,Apartment,Residential,2.0,2.0,8000.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-34,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16829,2,2,3,1,2,2,4,Barisal,Sub-district of Barishal,8.88888888888889
1000.0,Apartment,Residential,1.0,2.0,7000.0,https://pbazaar.com//en/2-bed-room-flat-barisal-16,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16830,1,1,3,1,3,3,3,Barisal,Sub-district of Barishal,7.0
700.0,Apartment,Residential,2.0,2.0,8000.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-29,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16831,1,3,2,2,3,3,4,Barisal,Sub-district of Barishal,11.428571428571429
900.0,Apartment,Residential,2.0,2.0,7500.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-35,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16832,1,2,2,1,4,2,4,Barisal,Sub-district of Barishal,8.333333333333334
900.0,Apartment,Residential,1.0,2.0,3700.0,https://pbazaar.com//en/2-bed-room-flat-rupatoli,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16833,1,2,1,1,1,2,3,Barisal,Sub-district of Barishal,4.111111111111111
1265.0,Apartment,Residential,3.0,3.0,14000.0,https://pbazaar.com//en/3-bed-room-apartment-75,Rent,Dhaka,Shyamoli,Bangladesh,pbazaar-16834,1,2,2,2,1,2,3,Dhaka,Shyamoli,11.067193675889328
800.0,Apartment,Residential,2.0,2.0,6500.0,https://pbazaar.com//en/2-bed-room-flat-64,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16835,2,1,2,1,3,3,4,Barisal,Sub-district of Barishal,8.125
600.0,Apartment,Residential,1.0,2.0,2000.0,https://pbazaar.com//en/2-bed-room-flat-65,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16836,1,2,2,3,3,1,3,Barisal,Sub-district of Barishal,3.333333333333333
800.0,Apartment,Residential,1.0,2.0,3500.0,https://pbazaar.com//en/2-bed-room-flat-66,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16837,1,1,2,1,4,1,4,Barisal,Sub-district of Barishal,4.375
600.0,Apartment,Residential,1.0,2.0,3000.0,https://pbazaar.com//en/2-bed-room-flat-barisal-15,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16838,1,1,2,1,1,3,3,Barisal,Sub-district of Barishal,5.0
1015.0,Apartment,Residential,2.0,4.0,70000.0,https://pbazaar.com//en/4-bedroom-flat,Rent,Barguna,Barguna Sadar,Bangladesh,pbazaar-16839,1,2,1,1,2,3,3,Barisal,Sub-district of Barguna,68.96551724137932
1500.0,Apartment,Residential,3.0,3.0,19000.0,https://pbazaar.com//en/1500sft-flat-for-rent-at-shamoly,Rent,Dhaka,Shyamoli,Bangladesh,pbazaar-16840,2,1,2,1,3,3,3,Dhaka,Shyamoli,12.666666666666666
900.0,Apartment,Residential,1.0,2.0,4800.0,https://pbazaar.com//en/2-bed-room-flat-67,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16841,1,1,1,1,2,1,4,Barisal,Sub-district of Barishal,5.333333333333333
700.0,Apartment,Residential,2.0,3.0,8000.0,https://pbazaar.com//en/3-bed-room-flat-for-rent-24,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16842,1,1,2,1,2,1,4,Barisal,Sub-district of Barishal,11.428571428571429
500.0,Apartment,Residential,2.0,3.0,20000.0,https://pbazaar.com//en/3-bed-room-flat-for-rent-12,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16844,1,2,2,1,3,4,3,Barisal,Sub-district of Barishal,40.0
1100.0,Apartment,Residential,2.0,3.0,6500.0,https://pbazaar.com//en/1100sft-3-bed-5,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16845,1,2,2,1,4,3,3,Barisal,Sub-district of Barishal,5.909090909090909
900.0,Apartment,Residential,2.0,3.0,4500.0,https://pbazaar.com//en/900sft-3-bed-room,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16846,1,2,2,1,3,3,3,Barisal,Sub-district of Barishal,5.0
700.0,Apartment,Residential,1.0,2.0,4000.0,https://pbazaar.com//en/700sft-flat-5,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16847,1,1,2,3,3,1,4,Barisal,Sub-district of Barishal,5.714285714285714
1050.0,Apartment,Residential,2.0,3.0,4000.0,https://pbazaar.com//en/3-bed-room-apartment-74,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16848,1,1,3,1,4,3,3,Barisal,Sub-district of Barishal,3.809523809523809
1100.0,Apartment,Residential,2.0,3.0,7000.0,https://pbazaar.com//en/1100sft-3-bed-4,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16849,1,1,2,2,4,3,3,Barisal,Sub-district of Barishal,6.363636363636363
500.0,Apartment,Residential,2.0,2.0,4000.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-24,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16850,1,1,1,1,3,2,4,Barisal,Sub-district of Barishal,8.0
300.0,Apartment,Residential,2.0,2.0,2500.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-25,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16851,1,1,3,2,2,3,4,Barisal,Sub-district of Barishal,8.333333333333334
300.0,Apartment,Residential,2.0,10.0,2500.0,https://pbazaar.com//en/10-bed-room-flat-for-rent,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16852,1,1,2,2,2,3,5,Barisal,Sub-district of Barishal,8.333333333333334
1300.0,Apartment,Residential,2.0,3.0,13000.0,https://pbazaar.com//en/3-bed-room-flat-for-rent-13,Rent,Rajshahi,Rajshahi City,Bangladesh,pbazaar-16853,1,1,3,4,4,2,12,Rajshahi,Sub-district of Rajshahi,10.0
1200.0,Apartment,Residential,2.0,4.0,6500.0,https://pbazaar.com//en/4-bed-room-flat-for-rent-7,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16854,1,1,2,1,3,3,4,Barisal,Sub-district of Barishal,5.416666666666667
1300.0,Apartment,Residential,1.0,3.0,4500.0,https://pbazaar.com//en/3-bed-room-flat-for-rent-15,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16855,1,1,2,1,1,3,3,Barisal,Sub-district of Barishal,3.4615384615384617
850.0,Apartment,Residential,1.0,2.0,2000.0,https://pbazaar.com//en/2-bed-room-flat-nilphamari,Rent,Nilphamari,Nilphamari Sadar,Bangladesh,pbazaar-16856,1,2,1,1,3,2,2,Rangpur,Sub-district of Nilphamari,2.3529411764705883
1200.0,Apartment,Residential,2.0,3.0,4000.0,https://pbazaar.com//en/3-bed-room-flat-for-rent-14,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16857,1,1,2,2,1,3,14,Barisal,Sub-district of Barishal,3.333333333333333
400.0,Apartment,Residential,2.0,4.0,3000.0,https://pbazaar.com//en/4-bed-room-flat-for-rent-6,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16858,1,1,3,1,2,3,1,Barisal,Sub-district of Barishal,7.5
700.0,Apartment,Residential,1.0,2.0,2200.0,https://pbazaar.com//en/2-bed-room-flat-nilphamari-2,Rent,Nilphamari,Nilphamari Sadar,Bangladesh,pbazaar-16859,1,2,2,1,3,3,3,Rangpur,Sub-district of Nilphamari,3.142857142857143
1300.0,Apartment,Residential,2.0,3.0,9000.0,https://pbazaar.com//en/3-bed-room-flat-for-rent-17,Rent,Rajshahi,Rajshahi City,Bangladesh,pbazaar-16861,1,1,2,1,1,2,3,Rajshahi,Sub-district of Rajshahi,6.923076923076923
600.0,Apartment,Residential,1.0,2.0,7000.0,https://pbazaar.com//en/small-flat-for-rent-381,Rent,Rajshahi,Rajshahi City,Bangladesh,pbazaar-16862,1,1,1,1,4,2,3,Rajshahi,Sub-district of Rajshahi,11.666666666666666
800.0,Apartment,Residential,1.0,2.0,7000.0,https://pbazaar.com//en/800sft-2-bed-room-3,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16863,1,1,1,1,3,3,4,Barisal,Sub-district of Barishal,8.75
850.0,Apartment,Residential,1.0,2.0,5500.0,https://pbazaar.com//en/850sft-2-bed-3,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16864,1,2,2,1,2,3,3,Barisal,Sub-district of Barishal,6.470588235294118
400.0,Apartment,Residential,1.0,1.0,8000.0,https://pbazaar.com//en/1-bed-room-flat-for-rent-2,Rent,Dhaka,Farmgate,Bangladesh,pbazaar-16865,5,1,2,3,1,2,3,Dhaka,Tejgaon,20.0
1000.0,Apartment,Residential,1.0,2.0,6000.0,https://pbazaar.com//en/2-bed-room-flat-barisal-14,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16866,1,1,2,1,4,2,3,Barisal,Sub-district of Barishal,6.0
800.0,Apartment,Residential,1.0,2.0,3000.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-22,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16867,1,1,1,1,5,3,3,Barisal,Sub-district of Barishal,3.75
900.0,Apartment,Residential,2.0,2.0,14000.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-18,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16868,4,1,3,2,2,3,3,Barisal,Sub-district of Barishal,15.555555555555555
600.0,Apartment,Residential,2.0,1.0,7000.0,https://pbazaar.com//en/1-bed-room-for-rent-5,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16869,1,1,3,1,3,3,7,Barisal,Sub-district of Barishal,11.666666666666666
700.0,Apartment,Residential,1.0,2.0,3000.0,https://pbazaar.com//en/700sft-flat-3,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16870,1,2,3,1,1,2,4,Barisal,Sub-district of Barishal,4.285714285714286
850.0,Apartment,Residential,2.0,2.0,7000.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-19,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16871,1,3,2,1,3,2,4,Barisal,Sub-district of Barishal,8.235294117647058
900.0,Apartment,Residential,2.0,2.0,5500.0,https://pbazaar.com//en/2-bed-room-flat-for-rent-23,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16872,1,1,2,1,3,3,3,Barisal,Sub-district of Barishal,6.111111111111111
775.0,Apartment,Residential,2.0,2.0,8000.0,https://pbazaar.com//en/775-sft-flat-for-rent,Rent,Narayanganj,Narayanganj,Bangladesh,pbazaar-16874,1,1,1,1,1,3,15,Dhaka,Sub-district of Narayanganj,10.32258064516129
950.0,Apartment,Residential,1.0,2.0,5500.0,https://pbazaar.com//en/950sft-2-bed-2,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16875,1,1,3,1,3,2,3,Barisal,Sub-district of Barishal,5.789473684210527
700.0,Apartment,Residential,1.0,2.0,3500.0,https://pbazaar.com//en/700-sft-flat-for-rent-4,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16876,1,2,1,3,4,2,3,Barisal,Sub-district of Barishal,5.0
1200.0,Apartment,Residential,3.0,3.0,25000.0,https://pbazaar.com//en/1200sft-flat-3-bed-3,Rent,Dhaka,Farmgate,Bangladesh,pbazaar-16877,1,2,1,2,2,3,3,Dhaka,Tejgaon,20.83333333333333
700.0,Apartment,Residential,1.0,2.0,5000.0,https://pbazaar.com//en/700-sft-flat-for-rent-5,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16878,1,1,2,1,1,1,3,Barisal,Sub-district of Barishal,7.142857142857143
700.0,Apartment,Residential,2.0,2.0,14000.0,https://pbazaar.com//en/700-sft-2-bed-room-4,Rent,Dhaka,Mohammadpur ,Bangladesh,pbazaar-16879,1,1,1,1,1,3,3,Dhaka,Mohammadpur,20.0
1050.0,Apartment,Residential,2.0,3.0,10000.0,https://pbazaar.com//en/3-bed-room-flat-for-rent-11,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16880,3,1,3,2,3,2,3,Barisal,Sub-district of Barishal,9.523809523809524
800.0,Apartment,Residential,1.0,2.0,5000.0,https://pbazaar.com//en/2-bed-room-apt-2,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16881,1,4,2,1,1,3,3,Barisal,Sub-district of Barishal,6.25
700.0,Apartment,Residential,1.0,2.0,4000.0,https://pbazaar.com//en/700sft-flat-4,Rent,Barishal,Barishal City,Bangladesh,pbazaar-16882,1,1,2,1,3,2,4,Barisal,Sub-district of Barishal,5.714285714285714
